train_loss,epoch,step,val_loss
,51,8735,3.3210034370422363
0.3464716970920563,52,8749,
0.5553741455078125,52,8799,
0.2793366312980652,52,8849,
0.40969112515449524,52,8899,
,52,8903,3.444110631942749
0.29683375358581543,53,8949,
0.5562602877616882,53,8999,
0.44588690996170044,53,9049,
,53,9071,3.4711532592773438
0.6389243602752686,54,9099,
0.2723640501499176,54,9149,
0.2011452615261078,54,9199,
,54,9239,3.5441975593566895
0.22375807166099548,55,9249,
0.3816157877445221,55,9299,
0.38284850120544434,55,9349,
0.38126900792121887,55,9399,
,55,9407,3.4820449352264404
0.10030770301818848,56,9449,
0.3446281850337982,56,9499,
0.48652639985084534,56,9549,
,56,9575,3.5427112579345703
0.638526976108551,57,9599,
0.7633885145187378,57,9649,
0.20314651727676392,57,9699,
,57,9743,3.5187008380889893
0.29909825325012207,58,9749,
0.20633509755134583,58,9799,
0.22859278321266174,58,9849,
0.36092570424079895,58,9899,
,58,9911,3.6739468574523926
0.1358136385679245,59,9949,
0.25217491388320923,59,9999,
0.2932620942592621,59,10049,
,59,10079,3.6713812351226807
0.24932357668876648,60,10099,
0.5217442512512207,60,10149,
0.5126593708992004,60,10199,
,60,10247,3.74304461479187
0.15513722598552704,61,10249,
0.1665012687444687,61,10299,
0.16348318755626678,61,10349,
0.36540719866752625,61,10399,
,61,10415,3.678793430328369
0.2453528642654419,62,10449,
0.23386232554912567,62,10499,
0.30418071150779724,62,10549,
,62,10583,3.8251240253448486
0.2351902276277542,63,10599,
0.2947050929069519,63,10649,
0.5241807699203491,63,10699,
0.7116624712944031,63,10749,
,63,10751,3.669710874557495
0.3709021210670471,64,10799,
0.20167836546897888,64,10849,
0.19502440094947815,64,10899,
,64,10919,3.795304536819458
0.41368356347084045,65,10949,
0.46863532066345215,65,10999,
0.15595270693302155,65,11049,
,65,11087,3.915825366973877
0.42882683873176575,66,11099,
0.18368524312973022,66,11149,
0.3113774359226227,66,11199,
0.08463604003190994,66,11249,
,66,11255,3.8454575538635254
0.22365358471870422,67,11299,
0.3414161801338196,67,11349,
0.5151594877243042,67,11399,
,67,11423,4.003542900085449
0.09285233169794083,68,11449,
0.2455933541059494,68,11499,
0.34138739109039307,68,11549,
,68,11591,3.943969249725342
0.29310116171836853,69,11599,
0.28301188349723816,69,11649,
0.28079813718795776,69,11699,
0.151190847158432,69,11749,
,69,11759,4.0131707191467285
0.13438169658184052,70,11799,
0.3117583990097046,70,11849,
0.2514486312866211,70,11899,
,70,11927,4.1284356117248535
0.14730706810951233,71,11949,
0.2121657133102417,71,11999,
0.128604456782341,71,12049,
,71,12095,4.180505275726318
0.06508243083953857,72,12099,
0.12690067291259766,72,12149,
0.3455966114997864,72,12199,
0.3701799809932709,72,12249,
,72,12263,4.242197513580322
0.2038130760192871,73,12299,
0.5200722217559814,73,12349,
0.5429155230522156,73,12399,
,73,12431,4.0596699714660645
0.12545742094516754,74,12449,
0.19137853384017944,74,12499,
0.33739352226257324,74,12549,
0.3260602355003357,74,12599,
,74,12599,4.076671600341797
0.15661820769309998,75,12649,
0.13511709868907928,75,12699,
0.26359397172927856,75,12749,
,75,12767,4.128468036651611
0.026600046083331108,76,12799,
0.27175819873809814,76,12849,
0.19644884765148163,76,12899,
,76,12935,4.369668006896973
0.6394774317741394,77,12949,
0.33570459485054016,77,12999,
0.2984715402126312,77,13049,
0.26637008786201477,77,13099,
,77,13103,4.29044246673584
0.23506402969360352,78,13149,
0.09022953361272812,78,13199,
0.4874206483364105,78,13249,
,78,13271,4.059491157531738
0.4644390344619751,79,13299,
0.10486512631177902,79,13349,
0.16528619825839996,79,13399,
,79,13439,4.240285396575928
0.0581381693482399,80,13449,
0.20704221725463867,80,13499,
0.17177888751029968,80,13549,
0.200867161154747,80,13599,
,80,13607,4.180067539215088
0.1599949300289154,81,13649,
0.19689764082431793,81,13699,
0.1725718080997467,81,13749,
,81,13775,4.368521213531494
0.05543868988752365,82,13799,
0.10323096066713333,82,13849,
0.09405825287103653,82,13899,
,82,13943,4.388126850128174
0.1500694453716278,83,13949,
0.05323294550180435,83,13999,
0.10359326004981995,83,14049,
0.2669149935245514,83,14099,
,83,14111,4.502378463745117
0.08703777939081192,84,14149,
0.06312944740056992,84,14199,
0.39321911334991455,84,14249,
,84,14279,4.384894847869873
0.25848105549812317,85,14299,
0.1247377023100853,85,14349,
0.17589375376701355,85,14399,
,85,14447,4.642870903015137
0.15804332494735718,86,14449,
0.4632514417171478,86,14499,
0.34507203102111816,86,14549,
0.6518430113792419,86,14599,
,86,14615,4.334908962249756
0.23856066167354584,87,14649,
0.06390397995710373,87,14699,
0.3256542682647705,87,14749,
,87,14783,4.612778186798096
0.06843706965446472,88,14799,
0.09880120307207108,88,14849,
0.06951481103897095,88,14899,
0.16509892046451569,88,14949,
,88,14951,4.5530853271484375
0.03307802602648735,89,14999,
0.027360275387763977,89,15049,
0.03310807794332504,89,15099,
,89,15119,4.758822441101074
0.23312987387180328,90,15149,
0.03176421672105789,90,15199,
0.07460279017686844,90,15249,
,90,15287,4.884970664978027
0.16770975291728973,91,15299,
0.1351248323917389,91,15349,
0.1732185333967209,91,15399,
0.10031475871801376,91,15449,
,91,15455,4.372223854064941
0.1499626189470291,92,15499,
0.30743080377578735,92,15549,
0.04638388380408287,92,15599,
,92,15623,4.650348663330078
0.1256111115217209,93,15649,
0.05819959193468094,93,15699,
0.3076573312282562,93,15749,
,93,15791,4.477956771850586
0.44177547097206116,94,15799,
0.4816551208496094,94,15849,
0.1819744110107422,94,15899,
0.2172175794839859,94,15949,
,94,15959,4.5747199058532715
0.15457193553447723,95,15999,
0.08542729914188385,95,16049,
0.09654444456100464,95,16099,
,95,16127,4.451704025268555
0.04579413682222366,96,16149,
0.10761896520853043,96,16199,
0.024455009028315544,96,16249,
,96,16295,4.519378662109375
0.015594946220517159,97,16299,
0.03881482407450676,97,16349,
0.1547546535730362,97,16399,
0.026830589398741722,97,16449,
,97,16463,4.81820011138916
0.046647388488054276,98,16499,
0.03832898661494255,98,16549,
0.0648958683013916,98,16599,
,98,16631,4.916101932525635
0.021526876837015152,99,16649,
0.05693279206752777,99,16699,
0.04427536949515343,99,16749,
0.04165603592991829,99,16799,
,99,16799,4.865756988525391
